	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0034816		augustus_masked-SEQ_615167-processed-gene-0.2-mRNA-1											
OG0034817		genemark-SEQ_615150-processed-gene-0.28-mRNA-1											
OG0034818		genemark-SEQ_615107-processed-gene-0.4-mRNA-1											
OG0034819		genemark-SEQ_615006-processed-gene-0.4-mRNA-1											
OG0034820		genemark-SEQ_615087-processed-gene-0.1-mRNA-1											
OG0034821		maker-SEQ_615156-augustus-gene-0.4-mRNA-1											
OG0034822		maker-SEQ_615231-augustus-gene-0.4-mRNA-1											
OG0034823		genemark-SEQ_615183-processed-gene-0.4-mRNA-1											
OG0034824		genemark-SEQ_615104-processed-gene-0.13-mRNA-1											
OG0034825		genemark-SEQ_615081-processed-gene-0.15-mRNA-1											
OG0034826		maker-SEQ_615283-augustus-gene-1.47-mRNA-1											
OG0034827		maker-SEQ_615056-augustus-gene-0.9-mRNA-1											
OG0034828		augustus_masked-SEQ_615880-processed-gene-0.0-mRNA-1											
OG0034829		genemark-SEQ_615896-processed-gene-0.12-mRNA-1											
OG0034830		genemark-SEQ_615726-processed-gene-0.12-mRNA-1											
OG0034831		genemark-SEQ_615436-processed-gene-0.17-mRNA-1											
OG0034832		genemark-SEQ_615446-processed-gene-0.0-mRNA-1											
OG0034833		maker-SEQ_615412-augustus-gene-0.8-mRNA-1											
OG0034834		maker-SEQ_615555-augustus-gene-0.8-mRNA-1											
OG0034835		genemark-SEQ_615508-processed-gene-0.42-mRNA-1											
OG0034836		genemark-SEQ_615465-processed-gene-0.0-mRNA-1											
OG0034837		genemark-SEQ_615558-processed-gene-0.0-mRNA-1											
OG0034838		maker-SEQ_615867-augustus-gene-0.17-mRNA-1											
OG0034839		genemark-SEQ_615785-processed-gene-0.5-mRNA-1											
OG0034840		genemark-SEQ_615645-processed-gene-0.3-mRNA-1											
OG0034841		maker-SEQ_615813-augustus-gene-0.10-mRNA-1											
OG0034842		genemark-SEQ_615689-processed-gene-0.10-mRNA-1											
OG0034843		genemark-SEQ_615468-processed-gene-0.16-mRNA-1											
OG0034844		genemark-SEQ_615674-processed-gene-0.11-mRNA-1											
OG0034845		augustus_masked-SEQ_615550-processed-gene-0.1-mRNA-1											
OG0034846		augustus_masked-SEQ_615514-processed-gene-0.3-mRNA-1											
OG0034847		maker-SEQ_615525-augustus-gene-0.7-mRNA-1											
OG0034848		maker-SEQ_615883-augustus-gene-0.6-mRNA-1											
OG0034849		genemark-SEQ_615765-processed-gene-0.8-mRNA-1											
OG0034850		augustus_masked-SEQ_615765-processed-gene-0.3-mRNA-1											
OG0034851		maker-SEQ_615423-augustus-gene-0.7-mRNA-1											
OG0034852		genemark-SEQ_615657-processed-gene-0.5-mRNA-1											
OG0034853		genemark-SEQ_615531-processed-gene-0.7-mRNA-1											
OG0034854		maker-SEQ_615516-augustus-gene-0.2-mRNA-1											
OG0034855		genemark-SEQ_615593-processed-gene-0.16-mRNA-1											
OG0034856		augustus_masked-SEQ_615631-processed-gene-0.1-mRNA-1											
OG0034857		maker-SEQ_615694-augustus-gene-0.15-mRNA-1											
OG0034858		maker-SEQ_615505-augustus-gene-0.21-mRNA-1											
OG0034859		genemark-SEQ_615861-processed-gene-0.10-mRNA-1											
OG0034860		maker-SEQ_615865-augustus-gene-0.14-mRNA-1											
OG0034861		maker-SEQ_615830-augustus-gene-0.10-mRNA-1											
OG0034862		genemark-SEQ_615830-processed-gene-0.9-mRNA-1											
OG0034863		augustus_masked-SEQ_615750-processed-gene-0.2-mRNA-1											
OG0034864		augustus_masked-SEQ_615452-processed-gene-0.3-mRNA-1											
OG0034865		maker-SEQ_615445-augustus-gene-0.13-mRNA-1											
OG0034866		augustus_masked-SEQ_615890-processed-gene-0.0-mRNA-1											
OG0034867		genemark-SEQ_615605-processed-gene-0.11-mRNA-1											
OG0034868		augustus_masked-SEQ_615725-processed-gene-0.2-mRNA-1											
OG0034869		genemark-SEQ_615648-processed-gene-0.4-mRNA-1											
OG0034870		maker-SEQ_615486-augustus-gene-0.47-mRNA-1											
OG0034871		genemark-SEQ_615706-processed-gene-0.10-mRNA-1											
OG0034872		maker-SEQ_615881-augustus-gene-0.29-mRNA-1											
OG0034873		genemark-SEQ_615928-processed-gene-0.0-mRNA-1											
OG0034874		genemark-SEQ_615985-processed-gene-0.2-mRNA-1											
OG0034875		genemark-SEQ_616249-processed-gene-0.10-mRNA-1											
OG0034876		maker-SEQ_616291-augustus-gene-0.38-mRNA-1											
OG0034877		genemark-SEQ_615992-processed-gene-0.6-mRNA-1											
OG0034878		maker-SEQ_616159-augustus-gene-0.12-mRNA-1											
OG0034879		augustus_masked-SEQ_615987-processed-gene-0.4-mRNA-1											
OG0034880		genemark-SEQ_615930-processed-gene-0.18-mRNA-1											
OG0034881		genemark-SEQ_616337-processed-gene-0.16-mRNA-1											
OG0034882		maker-SEQ_616404-augustus-gene-0.7-mRNA-1											
OG0034883		genemark-SEQ_616404-processed-gene-0.6-mRNA-1											
OG0034884		genemark-SEQ_616162-processed-gene-0.5-mRNA-1											
OG0034885		genemark-SEQ_616080-processed-gene-0.21-mRNA-1											
OG0034886		maker-SEQ_616080-augustus-gene-0.31-mRNA-1											
OG0034887		augustus_masked-SEQ_616247-processed-gene-0.0-mRNA-1											
OG0034888		augustus_masked-SEQ_616033-processed-gene-0.1-mRNA-1											
OG0034889		augustus_masked-SEQ_616298-processed-gene-0.4-mRNA-1											
OG0034890		maker-SEQ_616369-augustus-gene-0.8-mRNA-1											
OG0034891		genemark-SEQ_616120-processed-gene-0.6-mRNA-1											
OG0034892		genemark-SEQ_616086-processed-gene-0.2-mRNA-1											
OG0034893		maker-SEQ_616359-augustus-gene-0.56-mRNA-1											
OG0034894		augustus_masked-SEQ_616158-processed-gene-0.0-mRNA-1											
OG0034895		maker-SEQ_615958-augustus-gene-0.9-mRNA-1											
OG0034896		maker-SEQ_615970-augustus-gene-0.9-mRNA-1											
OG0034897		maker-SEQ_616094-augustus-gene-0.11-mRNA-1											
OG0034898		genemark-SEQ_616181-processed-gene-0.3-mRNA-1											
OG0034899		genemark-SEQ_616241-processed-gene-0.5-mRNA-1											
OG0034900		genemark-SEQ_615925-processed-gene-0.3-mRNA-1											
OG0034901		maker-SEQ_616345-augustus-gene-0.43-mRNA-1											
OG0034902		maker-SEQ_615917-augustus-gene-0.19-mRNA-1											
OG0034903		maker-SEQ_615917-augustus-gene-0.20-mRNA-1											
OG0034904		maker-SEQ_616393-augustus-gene-0.19-mRNA-1											
OG0034905		genemark-SEQ_615969-processed-gene-0.14-mRNA-1											
OG0034906		genemark-SEQ_615993-processed-gene-0.9-mRNA-1											
OG0034907		genemark-SEQ_616038-processed-gene-0.9-mRNA-1											
OG0034908		maker-SEQ_615988-augustus-gene-0.11-mRNA-1											
OG0034909		genemark-SEQ_616166-processed-gene-0.2-mRNA-1											
OG0034910		augustus_masked-SEQ_616379-processed-gene-0.2-mRNA-1											
OG0034911		genemark-SEQ_616471-processed-gene-0.5-mRNA-1											
OG0034912		augustus_masked-SEQ_616687-processed-gene-0.0-mRNA-1											
OG0034913		maker-SEQ_616596-augustus-gene-0.11-mRNA-1											
OG0034914		genemark-SEQ_616862-processed-gene-0.20-mRNA-1											
OG0034915		genemark-SEQ_616417-processed-gene-0.2-mRNA-1											
OG0034916		augustus_masked-SEQ_616593-processed-gene-0.3-mRNA-1											
OG0034917		maker-SEQ_616718-augustus-gene-0.8-mRNA-1											
OG0034918		genemark-SEQ_616451-processed-gene-0.23-mRNA-1											
OG0034919		genemark-SEQ_616505-processed-gene-0.31-mRNA-1											
OG0034920		maker-SEQ_616505-augustus-gene-0.62-mRNA-1											
OG0034921		maker-SEQ_616874-augustus-gene-0.32-mRNA-1											
OG0034922		maker-SEQ_616874-augustus-gene-0.31-mRNA-1											
OG0034923		maker-SEQ_616880-augustus-gene-0.6-mRNA-1											
OG0034924		genemark-SEQ_616422-processed-gene-0.4-mRNA-1											
OG0034925		genemark-SEQ_616638-processed-gene-0.16-mRNA-1											
OG0034926		genemark-SEQ_616638-processed-gene-0.21-mRNA-1											
OG0034927		maker-SEQ_616638-augustus-gene-0.29-mRNA-1											
OG0034928		genemark-SEQ_616830-processed-gene-0.32-mRNA-1											
OG0034929		genemark-SEQ_616753-processed-gene-0.0-mRNA-1											
OG0034930		genemark-SEQ_616817-processed-gene-0.14-mRNA-1											
OG0034931		maker-SEQ_616754-augustus-gene-0.22-mRNA-1											
OG0034932		maker-SEQ_616633-augustus-gene-0.26-mRNA-1											
OG0034933		genemark-SEQ_616720-processed-gene-0.1-mRNA-1											
OG0034934		maker-SEQ_616566-augustus-gene-0.3-mRNA-1											
OG0034935		genemark-SEQ_616511-processed-gene-0.4-mRNA-1											
OG0034936		maker-SEQ_616705-augustus-gene-0.5-mRNA-1											
OG0034937		genemark-SEQ_616767-processed-gene-0.18-mRNA-1											
OG0034938		genemark-SEQ_616581-processed-gene-0.27-mRNA-1											
OG0034939		maker-SEQ_616581-augustus-gene-1.30-mRNA-1											
OG0034940		augustus_masked-SEQ_616568-processed-gene-0.12-mRNA-1											
OG0034941		genemark-SEQ_616806-processed-gene-0.3-mRNA-1											
OG0034942		genemark-SEQ_616779-processed-gene-0.3-mRNA-1											
OG0034943		genemark-SEQ_616779-processed-gene-0.2-mRNA-1											
OG0034944		maker-SEQ_616514-augustus-gene-0.6-mRNA-1											
OG0034945		genemark-SEQ_616838-processed-gene-0.15-mRNA-1											
OG0034946		genemark-SEQ_616481-processed-gene-0.27-mRNA-1											
OG0034947		maker-SEQ_616737-augustus-gene-0.28-mRNA-1											
OG0034948		genemark-SEQ_616963-processed-gene-0.11-mRNA-1											
OG0034949		maker-SEQ_617204-augustus-gene-0.26-mRNA-1											
OG0034950		genemark-SEQ_617204-processed-gene-0.16-mRNA-1											
OG0034951		genemark-SEQ_617328-processed-gene-0.14-mRNA-1											
OG0034952		maker-SEQ_617000-augustus-gene-0.26-mRNA-1											
OG0034953		maker-SEQ_617127-augustus-gene-0.18-mRNA-1											
OG0034954		genemark-SEQ_617313-processed-gene-0.3-mRNA-1											
OG0034955		maker-SEQ_616959-augustus-gene-0.4-mRNA-1											
OG0034956		augustus_masked-SEQ_617218-processed-gene-0.0-mRNA-1											
OG0034957		augustus_masked-SEQ_617385-processed-gene-0.2-mRNA-1											
OG0034958		genemark-SEQ_617103-processed-gene-0.0-mRNA-1											
OG0034959		genemark-SEQ_617013-processed-gene-0.1-mRNA-1											
OG0034960		genemark-SEQ_617198-processed-gene-1.5-mRNA-1											
OG0034961		maker-SEQ_617149-augustus-gene-0.7-mRNA-1											
OG0034962		maker-SEQ_617305-augustus-gene-0.36-mRNA-1											
OG0034963		genemark-SEQ_616927-processed-gene-0.0-mRNA-1											
OG0034964		genemark-SEQ_617002-processed-gene-0.13-mRNA-1											
OG0034965		genemark-SEQ_617387-processed-gene-0.7-mRNA-1											
OG0034966		genemark-SEQ_617364-processed-gene-0.5-mRNA-1											
OG0034967		genemark-SEQ_617155-processed-gene-0.4-mRNA-1											
OG0034968		augustus_masked-SEQ_617263-processed-gene-0.4-mRNA-1											
OG0034969		genemark-SEQ_616977-processed-gene-0.2-mRNA-1											
OG0034970		maker-SEQ_617408-augustus-gene-0.13-mRNA-1											
OG0034971		genemark-SEQ_617224-processed-gene-0.7-mRNA-1											
OG0034972		augustus_masked-SEQ_617053-processed-gene-0.3-mRNA-1											
OG0034973		genemark-SEQ_616923-processed-gene-0.5-mRNA-1											
OG0034974		genemark-SEQ_617035-processed-gene-0.12-mRNA-1											
OG0034975		genemark-SEQ_617360-processed-gene-0.6-mRNA-1											
OG0034976		genemark-SEQ_617801-processed-gene-0.9-mRNA-1											
OG0034977		maker-SEQ_617693-augustus-gene-0.4-mRNA-1											
OG0034978		genemark-SEQ_617547-processed-gene-0.1-mRNA-1											
OG0034979		maker-SEQ_617833-augustus-gene-0.27-mRNA-1											
OG0034980		genemark-SEQ_617805-processed-gene-0.3-mRNA-1											
OG0034981		genemark-SEQ_617788-processed-gene-0.11-mRNA-1											
OG0034982		maker-SEQ_617846-augustus-gene-0.5-mRNA-1											
OG0034983		maker-SEQ_617526-augustus-gene-0.12-mRNA-1											
OG0034984		genemark-SEQ_617769-processed-gene-0.20-mRNA-1											
OG0034985		genemark-SEQ_617769-processed-gene-0.27-mRNA-1											
OG0034986		augustus_masked-SEQ_617610-processed-gene-0.0-mRNA-1											
OG0034987		maker-SEQ_617754-augustus-gene-0.39-mRNA-1											
OG0034988		maker-SEQ_617453-augustus-gene-0.7-mRNA-1											
OG0034989		genemark-SEQ_617883-processed-gene-0.32-mRNA-1											
OG0034990		genemark-SEQ_617469-processed-gene-0.5-mRNA-1											
OG0034991		augustus_masked-SEQ_617478-processed-gene-0.1-mRNA-1											
OG0034992		maker-SEQ_617478-augustus-gene-0.5-mRNA-1											
OG0034993		genemark-SEQ_617508-processed-gene-0.11-mRNA-1											
OG0034994		genemark-SEQ_617508-processed-gene-0.12-mRNA-1											
OG0034995		genemark-SEQ_617508-processed-gene-0.13-mRNA-1											
OG0034996		genemark-SEQ_617517-processed-gene-0.10-mRNA-1											
OG0034997		maker-SEQ_617734-augustus-gene-0.10-mRNA-1											
OG0034998		genemark-SEQ_617875-processed-gene-0.1-mRNA-1											
OG0034999		augustus_masked-SEQ_617697-processed-gene-0.5-mRNA-1											
OG0035000		genemark-SEQ_617899-processed-gene-0.15-mRNA-1											
OG0035001		genemark-SEQ_617640-processed-gene-0.0-mRNA-1											
OG0035002		genemark-SEQ_617588-processed-gene-0.3-mRNA-1											
OG0035003		genemark-SEQ_617842-processed-gene-0.12-mRNA-1											
OG0035004		augustus_masked-SEQ_617822-processed-gene-0.0-mRNA-1											
OG0035005		genemark-SEQ_617784-processed-gene-0.2-mRNA-1											
OG0035006		maker-SEQ_617789-augustus-gene-0.13-mRNA-1											
OG0035007		genemark-SEQ_617578-processed-gene-0.11-mRNA-1											
OG0035008		maker-SEQ_617783-augustus-gene-0.15-mRNA-1											
OG0035009		maker-SEQ_617910-augustus-gene-0.10-mRNA-1											
OG0035010		genemark-SEQ_617730-processed-gene-0.3-mRNA-1											
OG0035011		genemark-SEQ_617776-processed-gene-0.7-mRNA-1											
OG0035012		genemark-SEQ_617751-processed-gene-0.3-mRNA-1											
OG0035013		maker-SEQ_617812-augustus-gene-0.60-mRNA-1											
OG0035014		maker-SEQ_617812-augustus-gene-0.61-mRNA-1											
OG0035015		genemark-SEQ_617856-processed-gene-0.20-mRNA-1											
OG0035016		maker-SEQ_617477-augustus-gene-0.4-mRNA-1											
OG0035017		maker-SEQ_617571-augustus-gene-0.2-mRNA-1											
OG0035018		augustus_masked-SEQ_617441-processed-gene-0.0-mRNA-1											
OG0035019		augustus_masked-SEQ_617839-processed-gene-0.2-mRNA-1											
OG0035020		genemark-SEQ_618180-processed-gene-0.11-mRNA-1											
OG0035021		maker-SEQ_617942-augustus-gene-0.17-mRNA-1											
OG0035022		genemark-SEQ_618169-processed-gene-0.8-mRNA-1											
OG0035023		maker-SEQ_618061-augustus-gene-0.44-mRNA-1											
OG0035024		genemark-SEQ_618067-processed-gene-0.3-mRNA-1											
OG0035025		maker-SEQ_617927-augustus-gene-0.13-mRNA-1											
OG0035026		augustus_masked-SEQ_617950-processed-gene-0.1-mRNA-1											
OG0035027		genemark-SEQ_618275-processed-gene-0.3-mRNA-1											
OG0035028		genemark-SEQ_617937-processed-gene-0.2-mRNA-1											
OG0035029		genemark-SEQ_617957-processed-gene-0.13-mRNA-1											
OG0035030		genemark-SEQ_618279-processed-gene-0.4-mRNA-1											
OG0035031		maker-SEQ_618221-augustus-gene-0.5-mRNA-1											
OG0035032		genemark-SEQ_618357-processed-gene-0.12-mRNA-1											
OG0035033		augustus_masked-SEQ_618318-processed-gene-0.3-mRNA-1											
OG0035034		genemark-SEQ_618283-processed-gene-0.23-mRNA-1											
OG0035035		genemark-SEQ_618344-processed-gene-0.11-mRNA-1											
OG0035036		maker-SEQ_618344-augustus-gene-0.15-mRNA-1											
OG0035037		augustus_masked-SEQ_618012-processed-gene-0.5-mRNA-1											
OG0035038		augustus_masked-SEQ_617955-processed-gene-0.6-mRNA-1											
OG0035039		genemark-SEQ_618141-processed-gene-0.7-mRNA-1											
OG0035040		augustus_masked-SEQ_618314-processed-gene-0.3-mRNA-1											
OG0035041		maker-SEQ_618314-augustus-gene-0.38-mRNA-1											
OG0035042		augustus_masked-SEQ_618361-processed-gene-0.0-mRNA-1											
OG0035043		genemark-SEQ_618289-processed-gene-0.6-mRNA-1											
OG0035044		genemark-SEQ_618382-processed-gene-0.3-mRNA-1											
OG0035045		maker-SEQ_618142-augustus-gene-0.2-mRNA-1											
OG0035046		genemark-SEQ_618109-processed-gene-0.1-mRNA-1											
OG0035047		genemark-SEQ_617990-processed-gene-0.8-mRNA-1											
OG0035048		augustus_masked-SEQ_618128-processed-gene-0.2-mRNA-1											
OG0035049		maker-SEQ_617994-augustus-gene-0.3-mRNA-1											
OG0035050		maker-SEQ_618340-augustus-gene-0.15-mRNA-1											
OG0035051		genemark-SEQ_618291-processed-gene-0.2-mRNA-1											
OG0035052		genemark-SEQ_618323-processed-gene-0.7-mRNA-1											
OG0035053		genemark-SEQ_618192-processed-gene-0.4-mRNA-1											
OG0035054		genemark-SEQ_618192-processed-gene-0.3-mRNA-1											
OG0035055		augustus_masked-SEQ_617923-processed-gene-0.4-mRNA-1											
OG0035056		augustus_masked-SEQ_618000-processed-gene-0.4-mRNA-1											
OG0035057		maker-SEQ_618908-augustus-gene-0.16-mRNA-1											
OG0035058		augustus_masked-SEQ_618866-processed-gene-0.19-mRNA-1											
OG0035059		genemark-SEQ_618866-processed-gene-0.52-mRNA-1											
OG0035060		augustus_masked-SEQ_618705-processed-gene-0.0-mRNA-1											
OG0035061		genemark-SEQ_618730-processed-gene-0.5-mRNA-1											
OG0035062		augustus_masked-SEQ_618530-processed-gene-0.1-mRNA-1											
OG0035063		maker-SEQ_618633-augustus-gene-0.4-mRNA-1											
OG0035064		augustus_masked-SEQ_618496-processed-gene-0.1-mRNA-1											
OG0035065		maker-SEQ_618874-augustus-gene-1.65-mRNA-1											
OG0035066		genemark-SEQ_618427-processed-gene-0.2-mRNA-1											
OG0035067		genemark-SEQ_618635-processed-gene-0.7-mRNA-1											
OG0035068		genemark-SEQ_618906-processed-gene-0.24-mRNA-1											
OG0035069		genemark-SEQ_618740-processed-gene-0.14-mRNA-1											
OG0035070		genemark-SEQ_618565-processed-gene-0.5-mRNA-1											
OG0035071		genemark-SEQ_618853-processed-gene-0.6-mRNA-1											
OG0035072		maker-SEQ_618909-augustus-gene-0.2-mRNA-1											
OG0035073		genemark-SEQ_618736-processed-gene-0.15-mRNA-1											
OG0035074		genemark-SEQ_618913-processed-gene-0.9-mRNA-1											
OG0035075		genemark-SEQ_618574-processed-gene-0.5-mRNA-1											
OG0035076		genemark-SEQ_618515-processed-gene-0.12-mRNA-1											
OG0035077		augustus_masked-SEQ_618793-processed-gene-0.0-mRNA-1											
OG0035078		maker-SEQ_618563-augustus-gene-0.5-mRNA-1											
OG0035079		augustus_masked-SEQ_618702-processed-gene-0.0-mRNA-1											
OG0035080		genemark-SEQ_618466-processed-gene-0.13-mRNA-1											
OG0035081		genemark-SEQ_618466-processed-gene-0.11-mRNA-1											
OG0035082		genemark-SEQ_618789-processed-gene-0.2-mRNA-1											
OG0035083		maker-SEQ_618692-augustus-gene-0.33-mRNA-1											
OG0035084		maker-SEQ_618462-augustus-gene-0.24-mRNA-1											
