	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
genemark-SEQ_1684275-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_615609-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_855560-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3298444-processed-gene-0.0-mRNA-1	genemark-SEQ_2556885-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1590000-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_926038-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3109420-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_35250-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_774877-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3200557-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_223288-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_557048-processed-gene-0.0-mRNA-1
maker-SEQ_1687807-augustus-gene-0.2-mRNA-1	maker-SEQ_621962-augustus-gene-0.4-mRNA-1	maker-SEQ_1301887-augustus-gene-0.2-mRNA-1	maker-SEQ_3522327-augustus-gene-0.2-mRNA-1	genemark-SEQ_2568950-processed-gene-0.1-mRNA-1	maker-SEQ_253462-augustus-gene-0.2-mRNA-1	maker-SEQ_933405-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_210642-processed-gene-0.1-mRNA-1	genemark-SEQ_4378500-processed-gene-0.1-mRNA-1	maker-SEQ_682877-augustus-gene-0.2-mRNA-1	genemark-SEQ_1815169-processed-gene-0.1-mRNA-1	maker-SEQ_1499490-augustus-gene-0.2-mRNA-1	maker-SEQ_3558030-augustus-gene-0.2-mRNA-1
genemark-SEQ_1686279-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_603803-processed-gene-0.2-mRNA-1	maker-SEQ_1742591-augustus-gene-0.2-mRNA-1	maker-SEQ_3513099-augustus-gene-0.1-mRNA-1	augustus_masked-SEQ_2437912-processed-gene-0.1-mRNA-1	genemark-SEQ_489824-processed-gene-0.0-mRNA-1	genemark-SEQ_160605-processed-gene-0.1-mRNA-1	genemark-SEQ_3069554-processed-gene-0.1-mRNA-1	genemark-SEQ_645490-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_23557-processed-gene-0.1-mRNA-1	genemark-SEQ_3198974-processed-gene-0.0-mRNA-1	genemark-SEQ_1476577-processed-gene-0.0-mRNA-1	maker-SEQ_3505357-augustus-gene-0.1-mRNA-1
maker-SEQ_1687346-augustus-gene-0.4-mRNA-1	maker-SEQ_596409-augustus-gene-0.16-mRNA-1	maker-SEQ_1710859-augustus-gene-0.4-mRNA-1	maker-SEQ_3421201-augustus-gene-0.2-mRNA-1	maker-SEQ_2557793-augustus-gene-0.4-mRNA-1	maker-SEQ_1572893-augustus-gene-0.4-mRNA-1	maker-SEQ_1208893-augustus-gene-0.2-mRNA-1	maker-SEQ_3115267-augustus-gene-0.4-mRNA-1	genemark-SEQ_4857523-processed-gene-0.1-mRNA-1	maker-SEQ_761455-augustus-gene-0.2-mRNA-1	maker-SEQ_3139584-augustus-gene-0.4-mRNA-1	maker-SEQ_1467870-augustus-gene-0.4-mRNA-1	maker-SEQ_3623241-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_1687591-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_610795-processed-gene-0.4-mRNA-1	maker-SEQ_1718315-augustus-gene-0.15-mRNA-1	augustus_masked-SEQ_3531846-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1927532-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1416665-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_185653-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_3096906-processed-gene-0.1-mRNA-1	genemark-SEQ_2782685-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_6503-processed-gene-0.6-mRNA-1	genemark-SEQ_2465835-processed-gene-0.0-mRNA-1	maker-SEQ_1505643-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_3577821-processed-gene-0.0-mRNA-1
maker-SEQ_1687413-augustus-gene-0.3-mRNA-1	maker-SEQ_622467-augustus-gene-0.22-mRNA-1	maker-SEQ_1724888-augustus-gene-0.5-mRNA-1	maker-SEQ_3495750-augustus-gene-0.2-mRNA-1	maker-SEQ_2556563-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1555128-processed-gene-0.4-mRNA-1	maker-SEQ_1587804-augustus-gene-0.4-mRNA-1	maker-SEQ_475953-augustus-gene-0.3-mRNA-1	maker-SEQ_4866694-augustus-gene-0.2-mRNA-1	maker-SEQ_1654261-augustus-gene-0.4-mRNA-1	maker-SEQ_967604-augustus-gene-0.3-mRNA-1	maker-SEQ_1500199-augustus-gene-0.3-mRNA-1	maker-SEQ_3609580-augustus-gene-0.5-mRNA-1
augustus_masked-SEQ_1687039-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_607086-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1722011-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_2345849-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1592806-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1593705-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_931803-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3047237-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1248471-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1622731-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1948642-processed-gene-0.3-mRNA-1	genemark-SEQ_1527940-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3585141-processed-gene-0.0-mRNA-1
maker-SEQ_1688004-augustus-gene-0.3-mRNA-1	maker-SEQ_613479-augustus-gene-0.5-mRNA-1	maker-SEQ_1775550-augustus-gene-0.3-mRNA-1	genemark-SEQ_3436376-processed-gene-0.1-mRNA-1	genemark-SEQ_2569734-processed-gene-0.0-mRNA-1	genemark-SEQ_1608634-processed-gene-0.1-mRNA-1	maker-SEQ_1590604-augustus-gene-0.3-mRNA-1	genemark-SEQ_3053182-processed-gene-0.1-mRNA-1	genemark-SEQ_93582-processed-gene-0.1-mRNA-1	maker-SEQ_1613940-augustus-gene-0.3-mRNA-1	maker-SEQ_1989632-augustus-gene-0.2-mRNA-1	maker-SEQ_1499256-augustus-gene-0.3-mRNA-1	genemark-SEQ_3624093-processed-gene-0.1-mRNA-1
maker-SEQ_1686272-augustus-gene-0.3-mRNA-1	maker-SEQ_595317-augustus-gene-0.20-mRNA-1	genemark-SEQ_1765637-processed-gene-0.0-mRNA-1	maker-SEQ_3531930-augustus-gene-0.2-mRNA-1	maker-SEQ_2558256-augustus-gene-0.4-mRNA-1	maker-SEQ_689740-augustus-gene-0.3-mRNA-1	maker-SEQ_155949-augustus-gene-0.3-mRNA-1	maker-SEQ_3115770-augustus-gene-0.2-mRNA-1	maker-SEQ_4039699-augustus-gene-0.2-mRNA-1	maker-SEQ_1622929-augustus-gene-0.3-mRNA-1	maker-SEQ_3129462-augustus-gene-0.3-mRNA-1	maker-SEQ_1465638-augustus-gene-0.4-mRNA-1	maker-SEQ_3590883-augustus-gene-0.3-mRNA-1
genemark-SEQ_1687737-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_621757-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1770540-processed-gene-0.5-mRNA-1	maker-SEQ_3478658-augustus-gene-0.3-mRNA-1	maker-SEQ_1801951-augustus-gene-0.5-mRNA-1	maker-SEQ_1018992-augustus-gene-0.3-mRNA-1	maker-SEQ_1335128-augustus-gene-0.3-mRNA-1	maker-SEQ_3027123-augustus-gene-0.4-mRNA-1	maker-SEQ_3691715-augustus-gene-0.3-mRNA-1	maker-SEQ_1007346-augustus-gene-0.4-mRNA-1	maker-SEQ_2802868-augustus-gene-0.4-mRNA-1	maker-SEQ_1516407-augustus-gene-0.9-mRNA-1	genemark-SEQ_3587361-processed-gene-0.2-mRNA-1
augustus_masked-SEQ_1685397-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_622009-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1746366-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3490004-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2560924-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1445839-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1570082-processed-gene-0.0-mRNA-1	genemark-SEQ_3067833-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2363610-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_416141-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3152069-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1461134-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2080393-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1687122-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_608300-processed-gene-0.6-mRNA-1	genemark-SEQ_613493-processed-gene-0.0-mRNA-1	maker-SEQ_3478405-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_2574626-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1566763-processed-gene-0.2-mRNA-1	genemark-SEQ_1620582-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2472931-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_4816425-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1619312-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3142529-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1474396-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2323323-processed-gene-0.2-mRNA-1
genemark-SEQ_1688137-processed-gene-0.1-mRNA-1	genemark-SEQ_579724-processed-gene-0.15-mRNA-1	maker-SEQ_1741205-augustus-gene-0.4-mRNA-1	genemark-SEQ_3450087-processed-gene-0.1-mRNA-1	genemark-SEQ_211852-processed-gene-0.1-mRNA-1	genemark-SEQ_26155-processed-gene-0.0-mRNA-1	genemark-SEQ_1082661-processed-gene-0.1-mRNA-1	genemark-SEQ_3050039-processed-gene-0.1-mRNA-1	genemark-SEQ_193519-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1519746-processed-gene-0.1-mRNA-1	genemark-SEQ_3153620-processed-gene-0.0-mRNA-1	genemark-SEQ_1490315-processed-gene-0.0-mRNA-1	genemark-SEQ_3558945-processed-gene-0.1-mRNA-1
maker-SEQ_1687098-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_621117-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1767576-processed-gene-0.2-mRNA-1	maker-SEQ_3504979-augustus-gene-0.2-mRNA-1	maker-SEQ_1448147-augustus-gene-0.2-mRNA-1	maker-SEQ_955807-augustus-gene-0.3-mRNA-1	maker-SEQ_35064-augustus-gene-0.3-mRNA-1	maker-SEQ_3097532-augustus-gene-0.4-mRNA-1	maker-SEQ_2782186-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_224841-processed-gene-0.2-mRNA-1	maker-SEQ_3155566-augustus-gene-0.2-mRNA-1	maker-SEQ_1530796-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_3557114-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1687452-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_617352-processed-gene-0.10-mRNA-1	augustus_masked-SEQ_1740886-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3405108-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2557703-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_144086-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_481785-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_363365-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2860265-processed-gene-0.0-mRNA-1	genemark-SEQ_689291-processed-gene-0.0-mRNA-1	genemark-SEQ_3164826-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1502037-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3498783-processed-gene-0.0-mRNA-1
genemark-SEQ_1687406-processed-gene-0.1-mRNA-1	genemark-SEQ_609632-processed-gene-0.8-mRNA-1	maker-SEQ_1760379-augustus-gene-0.3-mRNA-1	genemark-SEQ_3516165-processed-gene-0.1-mRNA-1	maker-SEQ_1768256-augustus-gene-0.2-mRNA-1	genemark-SEQ_1541420-processed-gene-0.1-mRNA-1	maker-SEQ_525265-augustus-gene-0.3-mRNA-1	maker-SEQ_414795-augustus-gene-0.2-mRNA-1	genemark-SEQ_3940845-processed-gene-0.1-mRNA-1	genemark-SEQ_723243-processed-gene-0.0-mRNA-1	maker-SEQ_3216120-augustus-gene-0.2-mRNA-1	maker-SEQ_1498748-augustus-gene-0.2-mRNA-1	maker-SEQ_3626155-augustus-gene-0.3-mRNA-1
genemark-SEQ_1686655-processed-gene-0.2-mRNA-1	genemark-SEQ_617522-processed-gene-0.38-mRNA-1	augustus_masked-SEQ_450068-processed-gene-0.5-mRNA-1	genemark-SEQ_3505037-processed-gene-0.2-mRNA-1	genemark-SEQ_2550428-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1571349-processed-gene-0.9-mRNA-1	augustus_masked-SEQ_1628761-processed-gene-0.0-mRNA-1	genemark-SEQ_3026610-processed-gene-0.3-mRNA-1	genemark-SEQ_2417660-processed-gene-0.2-mRNA-1	genemark-SEQ_1615746-processed-gene-0.0-mRNA-1	genemark-SEQ_3213148-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1473574-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_3557268-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1686655-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_617522-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_450068-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_3505037-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2331744-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1571349-processed-gene-0.7-mRNA-1	augustus_masked-SEQ_1628761-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3026610-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2417660-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1615746-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3213148-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1473574-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3557268-processed-gene-0.1-mRNA-1
maker-SEQ_1686848-augustus-gene-0.4-mRNA-1	maker-SEQ_613907-augustus-gene-0.4-mRNA-1	genemark-SEQ_1741061-processed-gene-0.1-mRNA-1	genemark-SEQ_3493046-processed-gene-0.3-mRNA-1	maker-SEQ_2565950-augustus-gene-0.5-mRNA-1	genemark-SEQ_1542689-processed-gene-0.0-mRNA-1	genemark-SEQ_202857-processed-gene-0.2-mRNA-1	maker-SEQ_3083547-augustus-gene-0.2-mRNA-1	genemark-SEQ_577784-processed-gene-0.2-mRNA-1	genemark-SEQ_1620672-processed-gene-0.1-mRNA-1	maker-SEQ_1524313-augustus-gene-0.5-mRNA-1	maker-SEQ_1530984-augustus-gene-0.4-mRNA-1	genemark-SEQ_3599034-processed-gene-0.2-mRNA-1
genemark-SEQ_1686440-processed-gene-0.2-mRNA-1	maker-SEQ_591059-augustus-gene-0.5-mRNA-1	genemark-SEQ_1767704-processed-gene-0.1-mRNA-1	maker-SEQ_3498737-augustus-gene-0.2-mRNA-1	maker-SEQ_2531645-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1556714-processed-gene-0.3-mRNA-1	maker-SEQ_1289584-augustus-gene-0.2-mRNA-1	genemark-SEQ_1594818-processed-gene-0.3-mRNA-1	maker-SEQ_631102-augustus-gene-0.2-mRNA-1	genemark-SEQ_311555-processed-gene-0.0-mRNA-1	maker-SEQ_3219814-augustus-gene-0.4-mRNA-1	genemark-SEQ_1493655-processed-gene-0.0-mRNA-1	maker-SEQ_3571875-augustus-gene-0.3-mRNA-1
genemark-SEQ_1687905-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_604359-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1751846-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3508564-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_442750-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1525135-processed-gene-0.1-mRNA-1	genemark-SEQ_1606679-processed-gene-0.1-mRNA-1	genemark-SEQ_3092507-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_465813-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_741105-processed-gene-0.1-mRNA-1	maker-SEQ_3165430-augustus-gene-0.2-mRNA-1	genemark-SEQ_1510890-processed-gene-0.0-mRNA-1	genemark-SEQ_3597554-processed-gene-0.1-mRNA-1
genemark-SEQ_1675726-processed-gene-0.3-mRNA-1	genemark-SEQ_620071-processed-gene-0.43-mRNA-1	genemark-SEQ_1786247-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3539005-processed-gene-0.0-mRNA-1	genemark-SEQ_2539156-processed-gene-0.0-mRNA-1	genemark-SEQ_1585013-processed-gene-0.0-mRNA-1	genemark-SEQ_1600076-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1520569-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_4554439-processed-gene-0.0-mRNA-1	genemark-SEQ_1643681-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3216399-processed-gene-0.3-mRNA-1	genemark-SEQ_1529055-processed-gene-0.2-mRNA-1	maker-SEQ_3617769-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_1686636-processed-gene-0.0-mRNA-1	maker-SEQ_590562-augustus-gene-0.18-mRNA-1	maker-SEQ_1740344-augustus-gene-0.3-mRNA-1	maker-SEQ_3490812-augustus-gene-0.2-mRNA-1	maker-SEQ_2562114-augustus-gene-0.2-mRNA-1	maker-SEQ_1593893-augustus-gene-0.2-mRNA-1	maker-SEQ_1614856-augustus-gene-0.2-mRNA-1	maker-SEQ_13874-augustus-gene-0.3-mRNA-1	maker-SEQ_4856274-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1602550-processed-gene-0.2-mRNA-1	maker-SEQ_3199175-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1510300-processed-gene-0.1-mRNA-1	maker-SEQ_3610767-augustus-gene-0.3-mRNA-1
maker-SEQ_1687542-augustus-gene-0.2-mRNA-1	maker-SEQ_609949-augustus-gene-0.2-mRNA-1	genemark-SEQ_1709191-processed-gene-0.0-mRNA-1	genemark-SEQ_1390791-processed-gene-0.1-mRNA-1	maker-SEQ_310852-augustus-gene-0.2-mRNA-1	maker-SEQ_1562423-augustus-gene-0.2-mRNA-1	maker-SEQ_1116544-augustus-gene-0.2-mRNA-1	maker-SEQ_115796-augustus-gene-0.2-mRNA-1	maker-SEQ_3881727-augustus-gene-0.2-mRNA-1	genemark-SEQ_1646172-processed-gene-0.0-mRNA-1	genemark-SEQ_3177321-processed-gene-0.0-mRNA-1	genemark-SEQ_1503715-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3612742-processed-gene-0.0-mRNA-1
maker-SEQ_1687731-augustus-gene-0.2-mRNA-1	maker-SEQ_607854-augustus-gene-0.39-mRNA-1	maker-SEQ_1237058-augustus-gene-0.2-mRNA-1	genemark-SEQ_3525431-processed-gene-0.1-mRNA-1	maker-SEQ_2571863-augustus-gene-0.4-mRNA-1	maker-SEQ_1577787-augustus-gene-0.2-mRNA-1	maker-SEQ_1583659-augustus-gene-0.2-mRNA-1	genemark-SEQ_3101157-processed-gene-0.1-mRNA-1	genemark-SEQ_3550683-processed-gene-0.1-mRNA-1	genemark-SEQ_1329011-processed-gene-0.0-mRNA-1	genemark-SEQ_2786135-processed-gene-0.0-mRNA-1	maker-SEQ_1481360-augustus-gene-0.2-mRNA-1	genemark-SEQ_3506972-processed-gene-0.1-mRNA-1
maker-SEQ_1683979-augustus-gene-0.2-mRNA-1	maker-SEQ_618930-augustus-gene-0.16-mRNA-1	maker-SEQ_667439-augustus-gene-0.2-mRNA-1	maker-SEQ_404325-augustus-gene-0.2-mRNA-1	genemark-SEQ_1829482-processed-gene-0.0-mRNA-1	maker-SEQ_1542922-augustus-gene-0.2-mRNA-1	genemark-SEQ_430637-processed-gene-0.1-mRNA-1	maker-SEQ_3085046-augustus-gene-0.3-mRNA-1	genemark-SEQ_4866494-processed-gene-0.1-mRNA-1	maker-SEQ_1654445-augustus-gene-0.4-mRNA-1	maker-SEQ_1058088-augustus-gene-0.2-mRNA-1	maker-SEQ_1466902-augustus-gene-0.2-mRNA-1	maker-SEQ_2226914-augustus-gene-0.2-mRNA-1
maker-SEQ_1687823-augustus-gene-0.2-mRNA-1	maker-SEQ_586776-augustus-gene-0.16-mRNA-1	maker-SEQ_1472782-augustus-gene-0.2-mRNA-1	maker-SEQ_3502858-augustus-gene-0.2-mRNA-1	maker-SEQ_2591911-augustus-gene-0.6-mRNA-1	maker-SEQ_978553-augustus-gene-0.2-mRNA-1	maker-SEQ_732574-augustus-gene-0.2-mRNA-1	maker-SEQ_3074330-augustus-gene-0.2-mRNA-1	maker-SEQ_4134622-augustus-gene-0.2-mRNA-1	maker-SEQ_1403388-augustus-gene-0.2-mRNA-1	maker-SEQ_3213027-augustus-gene-0.3-mRNA-1	maker-SEQ_1474594-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3599620-processed-gene-0.0-mRNA-1
maker-SEQ_1687783-augustus-gene-0.4-mRNA-1	maker-SEQ_597304-augustus-gene-0.9-mRNA-1	maker-SEQ_1733775-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_3527659-processed-gene-0.1-mRNA-1	maker-SEQ_479375-augustus-gene-0.6-mRNA-1	augustus_masked-SEQ_1606553-processed-gene-0.5-mRNA-1	maker-SEQ_1623556-augustus-gene-0.4-mRNA-1	maker-SEQ_3113209-augustus-gene-0.8-mRNA-1	maker-SEQ_2067566-augustus-gene-0.2-mRNA-1	maker-SEQ_1262652-augustus-gene-0.4-mRNA-1	maker-SEQ_3214061-augustus-gene-0.6-mRNA-1	maker-SEQ_1490482-augustus-gene-0.5-mRNA-1	maker-SEQ_986503-augustus-gene-0.2-mRNA-1
maker-SEQ_1687783-augustus-gene-0.5-mRNA-1	maker-SEQ_597304-augustus-gene-0.8-mRNA-1	maker-SEQ_1733775-augustus-gene-0.6-mRNA-1	maker-SEQ_3527659-augustus-gene-0.4-mRNA-1	maker-SEQ_479375-augustus-gene-0.7-mRNA-1	maker-SEQ_1606553-augustus-gene-0.6-mRNA-1	maker-SEQ_1623556-augustus-gene-0.5-mRNA-1	maker-SEQ_3113209-augustus-gene-0.7-mRNA-1	maker-SEQ_4866468-augustus-gene-0.3-mRNA-1	maker-SEQ_1262652-augustus-gene-0.5-mRNA-1	maker-SEQ_3214061-augustus-gene-0.5-mRNA-1	maker-SEQ_1490482-augustus-gene-0.4-mRNA-1	maker-SEQ_3605157-augustus-gene-0.3-mRNA-1
maker-SEQ_1686497-augustus-gene-0.2-mRNA-1	maker-SEQ_617856-augustus-gene-0.30-mRNA-1	augustus_masked-SEQ_1770492-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3513920-processed-gene-0.0-mRNA-1	maker-SEQ_455611-augustus-gene-0.2-mRNA-1	maker-SEQ_1570435-augustus-gene-0.5-mRNA-1	maker-SEQ_1612861-augustus-gene-0.2-mRNA-1	genemark-SEQ_539027-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_4696311-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1626050-processed-gene-0.1-mRNA-1	maker-SEQ_846798-augustus-gene-0.2-mRNA-1	maker-SEQ_19332-augustus-gene-0.2-mRNA-1	genemark-SEQ_3559982-processed-gene-0.1-mRNA-1
maker-SEQ_1688116-augustus-gene-0.3-mRNA-1	maker-SEQ_622521-augustus-gene-0.16-mRNA-1	maker-SEQ_1778014-augustus-gene-0.3-mRNA-1	maker-SEQ_3520075-augustus-gene-0.3-mRNA-1	maker-SEQ_2552298-augustus-gene-0.3-mRNA-1	maker-SEQ_1595481-augustus-gene-0.3-mRNA-1	maker-SEQ_1583767-augustus-gene-0.3-mRNA-1	maker-SEQ_1320640-augustus-gene-0.3-mRNA-1	genemark-SEQ_2133296-processed-gene-0.1-mRNA-1	genemark-SEQ_1648787-processed-gene-0.1-mRNA-1	genemark-SEQ_3213859-processed-gene-0.1-mRNA-1	maker-SEQ_1473683-augustus-gene-0.2-mRNA-1	maker-SEQ_3630656-augustus-gene-0.3-mRNA-1
maker-SEQ_1687004-augustus-gene-0.7-mRNA-1	maker-SEQ_615734-augustus-gene-0.23-mRNA-1	maker-SEQ_1718271-augustus-gene-0.7-mRNA-1	maker-SEQ_3506604-augustus-gene-0.2-mRNA-1	genemark-SEQ_2512525-processed-gene-0.0-mRNA-1	genemark-SEQ_1604956-processed-gene-0.2-mRNA-1	maker-SEQ_1591826-augustus-gene-0.7-mRNA-1	genemark-SEQ_1243557-processed-gene-0.1-mRNA-1	genemark-SEQ_421462-processed-gene-0.1-mRNA-1	genemark-SEQ_1651545-processed-gene-0.0-mRNA-1	genemark-SEQ_3141286-processed-gene-0.1-mRNA-1	genemark-SEQ_1526348-processed-gene-0.0-mRNA-1	maker-SEQ_3512584-augustus-gene-0.2-mRNA-1
maker-SEQ_1678294-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_589818-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1767197-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3500498-processed-gene-0.0-mRNA-1	genemark-SEQ_2561998-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1600936-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1584529-processed-gene-0.0-mRNA-1	maker-SEQ_2750724-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_4868637-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1621050-processed-gene-0.1-mRNA-1	genemark-SEQ_3151347-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1526084-processed-gene-0.2-mRNA-1	maker-SEQ_3627134-augustus-gene-0.4-mRNA-1
genemark-SEQ_1686312-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_589787-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_52243-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1190297-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1362468-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1554380-processed-gene-0.3-mRNA-1	genemark-SEQ_1599546-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1468170-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_4866649-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_578407-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2363527-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1464104-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3529791-processed-gene-0.0-mRNA-1
